location,context,source,target
digcomp.outcome.4.3.basic.k.04,digcomp.outcome.4.3.basic.k.04,"Recognise that there is a variety of information, groups and communities in digital environments that can support one’s physical, mental and/or social wellbeing.",
digcomp.outcome.4.3.basic.k.04.ai_label,digcomp.outcome.4.3.basic.k.04.ai_label,AI-Implicit,
digcomp.outcome.4.3.basic.k.05,digcomp.outcome.4.3.basic.k.05,"Recognise risks and benefits to one's own physical, mental and social wellbeing in digital environments.",
digcomp.outcome.4.3.basic.k.05.ai_label,digcomp.outcome.4.3.basic.k.05.ai_label,AI-Implicit,
digcomp.outcome.4.3.basic.k.06,digcomp.outcome.4.3.basic.k.06,"Identify features of digital platforms or services, such as social media, that are designed to capture and maintain individuals' attention.",
digcomp.outcome.4.3.basic.k.06.ai_label,digcomp.outcome.4.3.basic.k.06.ai_label,AI-Implicit,
digcomp.outcome.4.3.basic.k.07,digcomp.outcome.4.3.basic.k.07,Identify limitations and risks of using virtual assistants and AI systems to support human wellbeing.,
digcomp.outcome.4.3.basic.k.07.ai_label,digcomp.outcome.4.3.basic.k.07.ai_label,AI-Explicit,
digcomp.outcome.4.3.basic.k.08,digcomp.outcome.4.3.basic.k.08,"Identify strategies to support physical, mental and social wellbeing in digital environments.",
digcomp.outcome.4.3.basic.k.08.ai_label,digcomp.outcome.4.3.basic.k.08.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.basic.k.09,digcomp.outcome.4.3.basic.k.09,Recognise signs and potential effects of problematic usage of digital technologies.,
digcomp.outcome.4.3.basic.k.09.ai_label,digcomp.outcome.4.3.basic.k.09.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.basic.k.10,digcomp.outcome.4.3.basic.k.10,Recognise that there are laws and regulations that help protect the wellbeing of individuals in digital environments.,
digcomp.outcome.4.3.basic.k.10.ai_label,digcomp.outcome.4.3.basic.k.10.ai_label,AI-Implicit,
digcomp.outcome.4.3.basic.s.11,digcomp.outcome.4.3.basic.s.11,"Make a basic assessment of one's digital habits in relation to one’s physical, mental and social wellbeing.",
digcomp.outcome.4.3.basic.s.11.ai_label,digcomp.outcome.4.3.basic.s.11.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.basic.s.12,digcomp.outcome.4.3.basic.s.12,"Apply personalised strategies to support physical, mental and social wellbeing in digital environments.",
digcomp.outcome.4.3.basic.s.12.ai_label,digcomp.outcome.4.3.basic.s.12.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.intermediate.a.13,digcomp.outcome.4.3.intermediate.a.13,Acknowledge the importance of one's own and others' right to disconnect.,
digcomp.outcome.4.3.intermediate.a.13.ai_label,digcomp.outcome.4.3.intermediate.a.13.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.intermediate.a.14,digcomp.outcome.4.3.intermediate.a.14,"Acknowledge the physical, mental and social benefits of analysing one's own digital usage patterns.",
digcomp.outcome.4.3.intermediate.a.14.ai_label,digcomp.outcome.4.3.intermediate.a.14.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.intermediate.k.15,digcomp.outcome.4.3.intermediate.k.15,"Identify reliable sources of information, and inclusive groups and communities in digital environments, that can support one’s physical, mental and/or social wellbeing.",
digcomp.outcome.4.3.intermediate.k.15.ai_label,digcomp.outcome.4.3.intermediate.k.15.ai_label,AI-Implicit,
digcomp.outcome.4.3.intermediate.k.16,digcomp.outcome.4.3.intermediate.k.16,Describe examples of harmful content and behaviour in digital environments and their potential impacts on oneself and others.,
digcomp.outcome.4.3.intermediate.k.16.ai_label,digcomp.outcome.4.3.intermediate.k.16.ai_label,AI-Implicit,
digcomp.outcome.4.3.intermediate.k.17,digcomp.outcome.4.3.intermediate.k.17,"Describe ways in which some applications of digital technologies, such as social media, augment and perpetuate bias, stereotyping and exclusion.",
digcomp.outcome.4.3.intermediate.k.17.ai_label,digcomp.outcome.4.3.intermediate.k.17.ai_label,AI-Implicit,
digcomp.outcome.4.3.intermediate.k.18,digcomp.outcome.4.3.intermediate.k.18,Describe strategies to help protect against and respond effectively to harmful behaviour and content.,
digcomp.outcome.4.3.intermediate.k.18.ai_label,digcomp.outcome.4.3.intermediate.k.18.ai_label,AI-Implicit,
digcomp.outcome.4.3.intermediate.k.19,digcomp.outcome.4.3.intermediate.k.19,Identify possible ways to flag or intervene if harmful behaviour or content is encountered in digital environments.,
digcomp.outcome.4.3.intermediate.k.19.ai_label,digcomp.outcome.4.3.intermediate.k.19.ai_label,AI-Implicit,
digcomp.outcome.4.3.intermediate.k.20,digcomp.outcome.4.3.intermediate.k.20,"Describe impacts of harmful behaviour, content and deceptive design in digital environments on oneself and others.",
digcomp.outcome.4.3.intermediate.k.20.ai_label,digcomp.outcome.4.3.intermediate.k.20.ai_label,AI-Implicit,
digcomp.outcome.4.3.intermediate.s.21,digcomp.outcome.4.3.intermediate.s.21,"Analyse and adapt one's own digital usage patterns to support physical, mental and social wellbeing.",
digcomp.outcome.4.3.intermediate.s.21.ai_label,digcomp.outcome.4.3.intermediate.s.21.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.intermediate.s.22,digcomp.outcome.4.3.intermediate.s.22,Implement strategies to help protect oneself against and respond effectively to harmful behaviour and content.,
digcomp.outcome.4.3.intermediate.s.22.ai_label,digcomp.outcome.4.3.intermediate.s.22.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.advanced.a.23,digcomp.outcome.4.3.advanced.a.23,"Adapt to changing digital technological developments and needs to support and maintain one's own and others' physical, mental and social wellbeing.",
digcomp.outcome.4.3.advanced.a.23.ai_label,digcomp.outcome.4.3.advanced.a.23.ai_label,AI-Implicit,
digcomp.outcome.4.3.advanced.a.24,digcomp.outcome.4.3.advanced.a.24,"Continually scrutinise the role of digital technologies such as social media in augmenting and perpetuating bias, stereotyping and exclusion.",
digcomp.outcome.4.3.advanced.a.24.ai_label,digcomp.outcome.4.3.advanced.a.24.ai_label,AI-Implicit,
digcomp.outcome.4.3.advanced.s.25,digcomp.outcome.4.3.advanced.s.25,"Assist others to review and adapt their usage of digital technologies to support and maintain their physical, mental and social wellbeing.",
digcomp.outcome.4.3.advanced.s.25.ai_label,digcomp.outcome.4.3.advanced.s.25.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.3.advanced.s.26,digcomp.outcome.4.3.advanced.s.26,Flag or intervene effectively in instances of harmful behaviour or content in digital environments.,
digcomp.outcome.4.3.advanced.s.26.ai_label,digcomp.outcome.4.3.advanced.s.26.ai_label,AI-Implicit,
digcomp.outcome.4.3.advanced.s.27,digcomp.outcome.4.3.advanced.s.27,"Help others to build capacity to counteract the role of digital technologies such as social media in augmenting and perpetuating bias, stereotyping and exclusion.",
digcomp.outcome.4.3.advanced.s.27.ai_label,digcomp.outcome.4.3.advanced.s.27.ai_label,AI-Implicit,
digcomp.outcome.4.3.advanced.s.28,digcomp.outcome.4.3.advanced.s.28,Assist others to understand their rights in relation to wellbeing and/or inclusion in digital environments.,
digcomp.outcome.4.3.advanced.s.28.ai_label,digcomp.outcome.4.3.advanced.s.28.ai_label,AI-Implicit,
digcomp.outcome.4.3.advanced.s.29,digcomp.outcome.4.3.advanced.s.29,"Assist others to develop awareness of harmful behaviour, content and deceptive design in digital environments.",
digcomp.outcome.4.3.advanced.s.29.ai_label,digcomp.outcome.4.3.advanced.s.29.ai_label,AI-Implicit,
digcomp.outcome.4.3.highly_advanced.a.30,digcomp.outcome.4.3.highly_advanced.a.30,Promote actions that support wellbeing and inclusion in digital environments.,
digcomp.outcome.4.3.highly_advanced.a.30.ai_label,digcomp.outcome.4.3.highly_advanced.a.30.ai_label,AI-Implicit,
digcomp.outcome.4.3.highly_advanced.s.31,digcomp.outcome.4.3.highly_advanced.s.31,Assess and evaluate evidence on wellbeing and/or inclusion in digital environments to guide decision-making.,
digcomp.outcome.4.3.highly_advanced.s.31.ai_label,digcomp.outcome.4.3.highly_advanced.s.31.ai_label,AI-Implicit,
digcomp.outcome.4.3.highly_advanced.s.32,digcomp.outcome.4.3.highly_advanced.s.32,Lead or contribute to initiatives that support wellbeing and/or inclusion in digital environments.,
digcomp.outcome.4.3.highly_advanced.s.32.ai_label,digcomp.outcome.4.3.highly_advanced.s.32.ai_label,AI-Implicit,
digcomp.outcome.4.3.highly_advanced.s.33,digcomp.outcome.4.3.highly_advanced.s.33,Contribute to legal and regulatory decision-making in relation to individuals' wellbeing and/or inclusion in digital environments.,
digcomp.outcome.4.3.highly_advanced.s.33.ai_label,digcomp.outcome.4.3.highly_advanced.s.33.ai_label,AI-Implicit,
digcomp.outcome.4.4.basic.a.01,digcomp.outcome.4.4.basic.a.01,Acknowledge the role that individuals can play to help reduce the environmental impact of digital technologies.,
digcomp.outcome.4.4.basic.a.01.ai_label,digcomp.outcome.4.4.basic.a.01.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.4.basic.k.02,digcomp.outcome.4.4.basic.k.02,Recognise that some digital technologies and infrastructures such as AI systems and data centres have large impacts on the environment.,
digcomp.outcome.4.4.basic.k.02.ai_label,digcomp.outcome.4.4.basic.k.02.ai_label,AI-Explicit,
digcomp.outcome.4.4.basic.k.03,digcomp.outcome.4.4.basic.k.03,Recognise that the full environmental impacts of digital technologies are not immediately apparent to an individual user.,
digcomp.outcome.4.4.basic.k.03.ai_label,digcomp.outcome.4.4.basic.k.03.ai_label,AI-Implicit,
digcomp.outcome.4.4.basic.k.04,digcomp.outcome.4.4.basic.k.04,Recognise that digital technologies can support energy efficiency and sustainability.,
digcomp.outcome.4.4.basic.k.04.ai_label,digcomp.outcome.4.4.basic.k.04.ai_label,AI-Implicit,
digcomp.outcome.4.4.basic.k.05,digcomp.outcome.4.4.basic.k.05,"Identify simple strategies to reduce energy and data consumption of digital technologies, such as minimising usage of energy-intensive applications and non-usage of digital technologies when not needed.",
digcomp.outcome.4.4.basic.k.05.ai_label,digcomp.outcome.4.4.basic.k.05.ai_label,AI-Implicit,
digcomp.outcome.4.4.basic.s.06,digcomp.outcome.4.4.basic.s.06,"Apply simple strategies to reduce energy and data consumption of digital technologies, such as minimising usage of energy-intensive applications and non-usage of digital technologies when not needed.",
digcomp.outcome.4.4.basic.s.06.ai_label,digcomp.outcome.4.4.basic.s.06.ai_label,AI-Implicit,
digcomp.outcome.4.4.intermediate.a.07,digcomp.outcome.4.4.intermediate.a.07,Continually assess the environmental impacts of one's usage of digital technologies.,
digcomp.outcome.4.4.intermediate.a.07.ai_label,digcomp.outcome.4.4.intermediate.a.07.ai_label,AI-Implicit,
digcomp.outcome.4.4.intermediate.k.08,digcomp.outcome.4.4.intermediate.k.08,"Identify environmental impacts of digital technologies that occur during manufacturing, usage and disposal.",
digcomp.outcome.4.4.intermediate.k.08.ai_label,digcomp.outcome.4.4.intermediate.k.08.ai_label,AI-Implicit,
digcomp.outcome.4.4.intermediate.k.09,digcomp.outcome.4.4.intermediate.k.09,Describe environmental impacts of data centres and e-commerce.,
digcomp.outcome.4.4.intermediate.k.09.ai_label,digcomp.outcome.4.4.intermediate.k.09.ai_label,AI-Implicit,
digcomp.outcome.4.4.intermediate.k.10,digcomp.outcome.4.4.intermediate.k.10,Describe examples of how digital tools can support sustainable living.,
digcomp.outcome.4.4.intermediate.k.10.ai_label,digcomp.outcome.4.4.intermediate.k.10.ai_label,AI-Implicit,
digcomp.outcome.4.4.intermediate.k.11,digcomp.outcome.4.4.intermediate.k.11,"Define the concepts of sharing economy and circular economy, including risks, limitations and potential environmental benefits.",
digcomp.outcome.4.4.intermediate.k.11.ai_label,digcomp.outcome.4.4.intermediate.k.11.ai_label,AI not Implicit or Explicit,
digcomp.outcome.4.4.intermediate.s.12,digcomp.outcome.4.4.intermediate.s.12,"Apply a variety of strategies to reduce the environmental impact of one's use of digital technologies and digital devices, such as informed digital device purchasing decisions, device recycling and repair, environmentally conscious e-commerce practices, and environmentally conscious usage patterns.",
digcomp.outcome.4.4.intermediate.s.12.ai_label,digcomp.outcome.4.4.intermediate.s.12.ai_label,AI-Implicit,
digcomp.outcome.4.4.advanced.a.13,digcomp.outcome.4.4.advanced.a.13,Stay informed about the environmental impacts of digital technologies and ways in which digital technologies can support sustainability.,
digcomp.outcome.4.4.advanced.a.13.ai_label,digcomp.outcome.4.4.advanced.a.13.ai_label,AI-Implicit,
digcomp.outcome.4.4.advanced.s.14,digcomp.outcome.4.4.advanced.s.14,Evaluate the environmental impacts of digital technologies and infrastructures to support decision-making or advocacy.,
digcomp.outcome.4.4.advanced.s.14.ai_label,digcomp.outcome.4.4.advanced.s.14.ai_label,AI-Implicit,
digcomp.outcome.4.4.advanced.s.15,digcomp.outcome.4.4.advanced.s.15,Help others to assess their use of digital technologies to identify ways in which to reduce environmental impact.,
digcomp.outcome.4.4.advanced.s.15.ai_label,digcomp.outcome.4.4.advanced.s.15.ai_label,AI-Implicit,
digcomp.outcome.4.4.highly_advanced.a.16,digcomp.outcome.4.4.highly_advanced.a.16,Stay informed about the environmental and sustainability implications of digital technologies across a range of sectors.,
digcomp.outcome.4.4.highly_advanced.a.16.ai_label,digcomp.outcome.4.4.highly_advanced.a.16.ai_label,AI-Implicit,
digcomp.outcome.4.4.highly_advanced.a.17,digcomp.outcome.4.4.highly_advanced.a.17,Promote and support actions for environmentally sustainable usage of digital technologies.,
digcomp.outcome.4.4.highly_advanced.a.17.ai_label,digcomp.outcome.4.4.highly_advanced.a.17.ai_label,AI-Implicit,
digcomp.outcome.4.4.highly_advanced.s.18,digcomp.outcome.4.4.highly_advanced.s.18,Lead or contribute to digital sustainability initiatives.,
digcomp.outcome.4.4.highly_advanced.s.18.ai_label,digcomp.outcome.4.4.highly_advanced.s.18.ai_label,AI-Implicit,
digcomp.outcome.4.4.highly_advanced.s.19,digcomp.outcome.4.4.highly_advanced.s.19,Contribute to improvements in or solutions for digital sustainability.,
digcomp.outcome.4.4.highly_advanced.s.19.ai_label,digcomp.outcome.4.4.highly_advanced.s.19.ai_label,AI-Implicit,
digcomp.outcome.5.1.basic.a.01,digcomp.outcome.5.1.basic.a.01,Acknowledge the commonplace nature of technical problems in digital environments.,
digcomp.outcome.5.1.basic.a.01.ai_label,digcomp.outcome.5.1.basic.a.01.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.basic.a.02,digcomp.outcome.5.1.basic.a.02,Acknowledge the benefits of seeking assistance to help resolve technical problems.,
digcomp.outcome.5.1.basic.a.02.ai_label,digcomp.outcome.5.1.basic.a.02.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.basic.k.03,digcomp.outcome.5.1.basic.k.03,Distinguish between operating systems and software.,
digcomp.outcome.5.1.basic.k.03.ai_label,digcomp.outcome.5.1.basic.k.03.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.basic.k.04,digcomp.outcome.5.1.basic.k.04,"Identify main features of hardware, software, connectivity, and common peripheral devices.",
digcomp.outcome.5.1.basic.k.04.ai_label,digcomp.outcome.5.1.basic.k.04.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.basic.k.05,digcomp.outcome.5.1.basic.k.05,"Recognise signs of common technical problems such as lack of connectivity, forgot password, forgot file location, unsaved document, or error in email or web address.",
digcomp.outcome.5.1.basic.k.05.ai_label,digcomp.outcome.5.1.basic.k.05.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.basic.s.06,digcomp.outcome.5.1.basic.s.06,"Follow instructions to solve common technical problems such as lack of connectivity, forgot password, forgot file location, unsaved document, or error in email or web address.",
digcomp.outcome.5.1.basic.s.06.ai_label,digcomp.outcome.5.1.basic.s.06.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.basic.s.07,digcomp.outcome.5.1.basic.s.07,"Install and update software and applications, as needed.",
digcomp.outcome.5.1.basic.s.07.ai_label,digcomp.outcome.5.1.basic.s.07.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.intermediate.a.08,digcomp.outcome.5.1.intermediate.a.08,Acknowledge the benefits of building capacity and autonomy in addressing technical issues.,
digcomp.outcome.5.1.intermediate.a.08.ai_label,digcomp.outcome.5.1.intermediate.a.08.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.intermediate.s.09,digcomp.outcome.5.1.intermediate.s.09,Troubleshoot technical problems in digital environments using a variety of search and problem-solving strategies (whether human-assisted or digital technology-assisted).,
digcomp.outcome.5.1.intermediate.s.09.ai_label,digcomp.outcome.5.1.intermediate.s.09.ai_label,AI-Implicit,
digcomp.outcome.5.1.intermediate.s.10,digcomp.outcome.5.1.intermediate.s.10,Update and adjust settings on main and peripheral digital devices to maintain good performance.,
digcomp.outcome.5.1.intermediate.s.10.ai_label,digcomp.outcome.5.1.intermediate.s.10.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.advanced.a.11,digcomp.outcome.5.1.advanced.a.11,Prioritise the development of one's capacity to diagnose and solve technical issues in digital environments.,
digcomp.outcome.5.1.advanced.a.11.ai_label,digcomp.outcome.5.1.advanced.a.11.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.advanced.s.12,digcomp.outcome.5.1.advanced.s.12,Assist others to diagnose and solve technical problems in digital environments.,
digcomp.outcome.5.1.advanced.s.12.ai_label,digcomp.outcome.5.1.advanced.s.12.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.advanced.s.13,digcomp.outcome.5.1.advanced.s.13,Use various solution-finding strategies to troubleshoot complex technical problems in digital environments.,
digcomp.outcome.5.1.advanced.s.13.ai_label,digcomp.outcome.5.1.advanced.s.13.ai_label,AI-Implicit,
digcomp.outcome.5.1.highly_advanced.a.14,digcomp.outcome.5.1.highly_advanced.a.14,Help others to develop confidence and autonomy to solve technical problems in digital environments.,
digcomp.outcome.5.1.highly_advanced.a.14.ai_label,digcomp.outcome.5.1.highly_advanced.a.14.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.1.highly_advanced.s.15,digcomp.outcome.5.1.highly_advanced.s.15,Design or deliver training to support the use of digital devices or systems.,
digcomp.outcome.5.1.highly_advanced.s.15.ai_label,digcomp.outcome.5.1.highly_advanced.s.15.ai_label,AI-Implicit,
digcomp.outcome.5.2.basic.a.01,digcomp.outcome.5.2.basic.a.01,Acknowledge the importance of individual choice in digital environment configurations.,
digcomp.outcome.5.2.basic.a.01.ai_label,digcomp.outcome.5.2.basic.a.01.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.2.basic.k.02,digcomp.outcome.5.2.basic.k.02,Recognise common ways in which features of digital environments can be adjusted to meet users' needs and preferences.,
digcomp.outcome.5.2.basic.k.02.ai_label,digcomp.outcome.5.2.basic.k.02.ai_label,AI not Implicit or Explicit,
digcomp.outcome.5.2.basic.k.03,digcomp.outcome.5.2.basic.k.03,Recognise the concept and purpose of a digital assistance tool.,
digcomp.outcome.5.2.basic.k.03.ai_label,digcomp.outcome.5.2.basic.k.03.ai_label,AI-Implicit,
digcomp.outcome.5.2.basic.k.04,digcomp.outcome.5.2.basic.k.04,Recognise the presence of AI systems in digital assistance tools.,
digcomp.outcome.5.2.basic.k.04.ai_label,digcomp.outcome.5.2.basic.k.04.ai_label,AI-Explicit,
digcomp.outcome.5.2.basic.k.05,digcomp.outcome.5.2.basic.k.05,Identify common assistive technologies and their purposes.,
digcomp.outcome.5.2.basic.k.05.ai_label,digcomp.outcome.5.2.basic.k.05.ai_label,AI-Implicit,
digcomp.outcome.5.2.basic.s.06,digcomp.outcome.5.2.basic.s.06,"Use assistive technologies, if and as required.",
digcomp.outcome.5.2.basic.s.06.ai_label,digcomp.outcome.5.2.basic.s.06.ai_label,AI-Implicit,
digcomp.outcome.5.2.basic.s.07,digcomp.outcome.5.2.basic.s.07,"Use digital assistance tools to support simple tasks, with awareness of their benefits and limitations.",
digcomp.outcome.5.2.basic.s.07.ai_label,digcomp.outcome.5.2.basic.s.07.ai_label,AI-Implicit,
digcomp.outcome.5.2.intermediate.a.08,digcomp.outcome.5.2.intermediate.a.08,Acknowledge the benefits of exploring adaptations to digital environment configurations and features of digital assistance tools.,
digcomp.outcome.5.2.intermediate.a.08.ai_label,digcomp.outcome.5.2.intermediate.a.08.ai_label,AI-Implicit,
digcomp.outcome.5.2.intermediate.s.09,digcomp.outcome.5.2.intermediate.s.09,Adjust features of one's digital environment to suit one's own and others' needs and preferences.,
digcomp.outcome.5.2.intermediate.s.09.ai_label,digcomp.outcome.5.2.intermediate.s.09.ai_label,AI-Implicit,
digcomp.outcome.5.2.intermediate.s.10,digcomp.outcome.5.2.intermediate.s.10,"Make informed use of digital assistance tools to support one's own and others' needs, with awareness of their benefits and limitations.",
digcomp.outcome.5.2.intermediate.s.10.ai_label,digcomp.outcome.5.2.intermediate.s.10.ai_label,AI-Implicit,
digcomp.outcome.5.2.advanced.a.11,digcomp.outcome.5.2.advanced.a.11,"Prioritise an ongoing assessment of how digital environmental configurations, digital assistance tools and/or assistive technologies can meet the needs of oneself and others.",
digcomp.outcome.5.2.advanced.a.11.ai_label,digcomp.outcome.5.2.advanced.a.11.ai_label,AI-Implicit,
digcomp.outcome.5.2.advanced.s.12,digcomp.outcome.5.2.advanced.s.12,Adjust features of one's digital environment to suit one's own and others' needs and preferences.,
digcomp.outcome.5.2.advanced.s.12.ai_label,digcomp.outcome.5.2.advanced.s.12.ai_label,AI-Implicit,
digcomp.outcome.5.2.advanced.s.13,digcomp.outcome.5.2.advanced.s.13,"Assess the accessibility, inclusivity, fairness and/or rights-sensitivity of digital technologies in a given context.",
digcomp.outcome.5.2.advanced.s.13.ai_label,digcomp.outcome.5.2.advanced.s.13.ai_label,AI-Implicit,
digcomp.outcome.5.2.advanced.s.14,digcomp.outcome.5.2.advanced.s.14,"Support others to make informed use of digital assistance tools, and adjustments to digital environment configurations, to meet their own and others' needs.",
digcomp.outcome.5.2.advanced.s.14.ai_label,digcomp.outcome.5.2.advanced.s.14.ai_label,AI-Implicit,
digcomp.outcome.5.2.highly_advanced.a.15,digcomp.outcome.5.2.highly_advanced.a.15,Promote and support the use of inclusive and accessible digital technologies.,
digcomp.outcome.5.2.highly_advanced.a.15.ai_label,digcomp.outcome.5.2.highly_advanced.a.15.ai_label,AI-Implicit,
digcomp.outcome.5.2.highly_advanced.s.16,digcomp.outcome.5.2.highly_advanced.s.16,Assess complex needs of individuals to identify and/or design tailored digital solutions.,
digcomp.outcome.5.2.highly_advanced.s.16.ai_label,digcomp.outcome.5.2.highly_advanced.s.16.ai_label,AI-Implicit,
digcomp.outcome.5.2.highly_advanced.s.17,digcomp.outcome.5.2.highly_advanced.s.17,"Contribute to improvements in digital assistance tools, accessible digital environment configurations, and/or assistive technologies.",
digcomp.outcome.5.2.highly_advanced.s.17.ai_label,digcomp.outcome.5.2.highly_advanced.s.17.ai_label,AI-Implicit,
digcomp.outcome.5.3.basic.a.01,digcomp.outcome.5.3.basic.a.01,"Acknowledge that digital technologies can support, but not replace, human creativity.",
digcomp.outcome.5.3.basic.a.01.ai_label,digcomp.outcome.5.3.basic.a.01.ai_label,AI-Implicit,
digcomp.outcome.5.3.basic.k.02,digcomp.outcome.5.3.basic.k.02,Identify examples of how digital technologies are used to solve real-world problems and to make improvements to or create new solutions for products and services.,
digcomp.outcome.5.3.basic.k.02.ai_label,digcomp.outcome.5.3.basic.k.02.ai_label,AI-Implicit,
digcomp.outcome.5.3.basic.k.03,digcomp.outcome.5.3.basic.k.03,Identify examples of where digital technologies can support or augment human creativity.,
digcomp.outcome.5.3.basic.k.03.ai_label,digcomp.outcome.5.3.basic.k.03.ai_label,AI-Implicit,
digcomp.outcome.5.3.intermediate.a.04,digcomp.outcome.5.3.intermediate.a.04,"Acknowledge the importance of placing human rights, values, needs and experiences at the centre of digital technologies design and use.",
digcomp.outcome.5.3.intermediate.a.04.ai_label,digcomp.outcome.5.3.intermediate.a.04.ai_label,AI-Implicit,
digcomp.outcome.5.3.intermediate.k.05,digcomp.outcome.5.3.intermediate.k.05,Define the concept of human-centric and its role in digital technologies development and usage.,
digcomp.outcome.5.3.intermediate.k.05.ai_label,digcomp.outcome.5.3.intermediate.k.05.ai_label,AI-Implicit,
digcomp.outcome.5.3.intermediate.k.06,digcomp.outcome.5.3.intermediate.k.06,Identify examples of the interplay between humans and digital technologies in creativity and problem-solving.,
digcomp.outcome.5.3.intermediate.k.06.ai_label,digcomp.outcome.5.3.intermediate.k.06.ai_label,AI-Implicit,
digcomp.outcome.5.3.intermediate.k.07,digcomp.outcome.5.3.intermediate.k.07,"Describe strengths, weaknesses and ethical considerations of digital technologies including AI systems in relation to human creativity and problem-solving.",
digcomp.outcome.5.3.intermediate.k.07.ai_label,digcomp.outcome.5.3.intermediate.k.07.ai_label,AI-Explicit,
digcomp.outcome.5.3.intermediate.s.08,digcomp.outcome.5.3.intermediate.s.08,Assess strengths and weaknesses of available digital technologies in relation to a particular problem-solving task.,
digcomp.outcome.5.3.intermediate.s.08.ai_label,digcomp.outcome.5.3.intermediate.s.08.ai_label,AI-Implicit,
digcomp.outcome.5.3.intermediate.s.09,digcomp.outcome.5.3.intermediate.s.09,Use a variety of digital technologies responsibly and ethically to support problem-solving as an individual or in a group.,
digcomp.outcome.5.3.intermediate.s.09.ai_label,digcomp.outcome.5.3.intermediate.s.09.ai_label,AI-Implicit,
digcomp.outcome.5.3.advanced.a.10,digcomp.outcome.5.3.advanced.a.10,Prioritise human-centric approaches in one's own use of digital technologies for problem-solving.,
digcomp.outcome.5.3.advanced.a.10.ai_label,digcomp.outcome.5.3.advanced.a.10.ai_label,AI-Implicit,
digcomp.outcome.5.3.advanced.s.11,digcomp.outcome.5.3.advanced.s.11,"Use a variety of digital technologies efficiently, responsibly and ethically to help solve complex problems.",
digcomp.outcome.5.3.advanced.s.11.ai_label,digcomp.outcome.5.3.advanced.s.11.ai_label,AI-Implicit,
digcomp.outcome.5.3.advanced.s.12,digcomp.outcome.5.3.advanced.s.12,Contribute to initiatives focused on the application of digital technologies to help solve complex problem-solving tasks.,
digcomp.outcome.5.3.advanced.s.12.ai_label,digcomp.outcome.5.3.advanced.s.12.ai_label,AI-Implicit,
digcomp.outcome.5.3.advanced.s.13,digcomp.outcome.5.3.advanced.s.13,Support others to develop their confidence and capabilities in using digital technologies to help solve real-world problems.,
digcomp.outcome.5.3.advanced.s.13.ai_label,digcomp.outcome.5.3.advanced.s.13.ai_label,AI-Implicit,
digcomp.outcome.5.3.highly_advanced.s.14,digcomp.outcome.5.3.highly_advanced.s.14,Lead or contribute to initiatives focused on the application of digital technologies for highly complex or specialised problem-solving.,
digcomp.outcome.5.3.highly_advanced.s.14.ai_label,digcomp.outcome.5.3.highly_advanced.s.14.ai_label,AI-Implicit,
digcomp.outcome.5.3.highly_advanced.s.15,digcomp.outcome.5.3.highly_advanced.s.15,Lead or contribute to initiatives that use digital technologies to help make improvements to or find new solutions for real-world problems.,
digcomp.outcome.5.3.highly_advanced.s.15.ai_label,digcomp.outcome.5.3.highly_advanced.s.15.ai_label,AI-Implicit,
digcomp.outcome.5.3.highly_advanced.s.16,digcomp.outcome.5.3.highly_advanced.s.16,Support others to develop their capabilities to use digital technologies for complex or specialised problem-solving tasks.,
digcomp.outcome.5.3.highly_advanced.s.16.ai_label,digcomp.outcome.5.3.highly_advanced.s.16.ai_label,AI-Implicit,
digcomp.outcome.5.4.basic.a.01,digcomp.outcome.5.4.basic.a.01,Acknowledge the value of learning about digital technologies in relation to one's own interests and needs.,
digcomp.outcome.5.4.basic.a.01.ai_label,digcomp.outcome.5.4.basic.a.01.ai_label,AI-Implicit,
digcomp.outcome.5.4.basic.a.02,digcomp.outcome.5.4.basic.a.02,Acknowledge the benefits and commonplace nature of seeking support in addressing digital competence needs.,
digcomp.outcome.5.4.basic.a.02.ai_label,digcomp.outcome.5.4.basic.a.02.ai_label,AI not Implicit or Explicit,
